"country","lineage","slope_log","slope_y_1_7","peak_val","auc_norm","longest_inc_run","zero_count","c22_DN_HistogramMode_5","c22_DN_HistogramMode_10","c22_CO_f1ecac","c22_CO_FirstMin_ac","c22_CO_HistogramAMI_even_2_5","c22_CO_trev_1_num","c22_MD_hrv_classic_pnn40","c22_SB_BinaryStats_mean_longstretch1","c22_SB_TransitionMatrix_3ac_sumdiagcov","c22_PD_PeriodicityWang_th0_01","c22_CO_Embed2_Dist_tau_d_expfit_meandiff","c22_IN_AutoMutualInfoStats_40_gaussian_fmmi","c22_FC_LocalSimple_mean1_tauresrat","c22_DN_OutlierInclude_p_001_mdrmd","c22_DN_OutlierInclude_n_001_mdrmd","c22_SP_Summaries_welch_rect_area_5_1","c22_SB_BinaryStats_diff_longstretch0","c22_SB_MotifThree_quantile_hh","c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1","c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1","c22_SP_Summaries_welch_rect_centroid","c22_FC_LocalSimple_mean3_stderr"
"Australia","FK.1",0.187888428346422,-0.00087179639755194,0.0467836257309941,0.00643857209637103,3,14,-0.178324249708723,-0.415303281092076,1.67955675600567,1,0.109734822648585,-1.52941076591308,0.703703703703704,4,0.106666666666667,3,0.122052668894787,2,0.2,0.571428571428571,-0.178571428571429,0.293619175027274,3,1.9834932100422,0,0,1.37444678594563,1.11190759186306
"Australia","FL.4",0.153230910988182,-0.00108225108225108,0.0224215246636771,0.00547433121991511,2,16,-0.444115659377847,-0.598156493278769,1.68619898352109,3,0.302671523333216,0.515413555033464,0.62962962962963,5,0.0552268244575937,5,0.166148794436305,1,0.5,0.357142857142857,-0.25,0.153689328208502,4,1.76619430438526,0,0,1.17809724509625,1.24488075873815
"Australia","HK.3",-0.110019665652592,-0.000501530989335868,0.0101010101010101,0.000651110407207968,1,26,0.149225688217292,-0.0607143731472317,1.60980754943243,4,0.0031419001874333,-2.74165107605166,0.111111111111111,2,0.24371284865112,4,0.195493066790745,14,1,-0.75,0.107142857142857,0.160016367797011,2,0.419555892320233,0,0,1.37444678594563,0.844313325042318
"Australia","HV.1",0.0979100967375064,-0.00334722748515852,0.0344827586206897,0.00719096013440312,2,19,-0.335731218110695,-0.490392120729676,1.67328880960471,2,0.0688716654507258,-0.157165412525551,0.444444444444444,3,0.0414201183431953,7,0.096325158785292,4,0.5,0.428571428571429,-0.0714285714285714,0.246205752016355,2,1.20928062137622,0,0,1.37444678594563,1.01262834417822
"Australia","JN.1",0.180747833586651,-0.00170068027210884,0.0357142857142857,0.00362275383638628,2,22,-0.00630117605220432,-0.225532389032667,2.11786319912316,5,0.0578253691773207,-0.188575523059525,0.259259259259259,3,0.140039447731755,6,0.0532387285715841,1,0.5,0.642857142857143,-0.107142857142857,0.245460450715695,2,0.852019419362702,0,0,0.981747704246875,0.986659621222216
"Australia","Q (B.1.1.7)",-0.196601733504713,-0.00501700680272109,0.0357142857142857,0.00521441952848257,1,20,-0.160759132164596,-0.335483087663466,1.56230515592707,1,0.237555387070968,-1.76260632681025,0.444444444444444,5,0.0859625057155921,6,0.142099775369989,2,1,-0.785714285714286,0.25,0.158178269649903,3,1.16587549973812,0,0,1.96349540849375,0.842712618407638
"Australia","XBB",0.148985141962751,-0.000452605083027566,0.0594795539033457,0.0199169958842044,5,3,-0.8973856420705,-0.706334232014654,3.13070453157746,3,0.580994817455544,0.569756332148908,1,9,0.166666666666667,4,0.0703072916896748,2,0.1,0.714285714285714,-0.535714285714286,0.524021392769372,3,1.86780855199647,0,0,0.39269908169875,0.886054617090833
"Australia","XBB.1.16",0.201857864815363,0.00133972944016316,0.103092783505155,0.0335660167919722,3,3,-0.86657992629738,-0.674510567654129,4.81873728415834,5,0.437457953017321,0.470259253732736,1,6,0.166666666666667,5,0.044120815655293,2,0.0909090909090909,0.821428571428571,-0.571428571428571,0.64392478335082,3,1.85463073092449,0,0,0.196349540849375,0.722687552915136
"Australia","XBB.1.5",0.0449997329956379,-0.0010903799959645,0.0223214285714286,0.00532141189008231,3,12,-0.487799642064049,-0.664028788043297,1.78374892586698,1,0.254962216893634,-0.602895403392404,0.740740740740741,6,0.0205761316872428,7,0.068971674860361,3,0.333333333333333,0.214285714285714,-0.142857142857143,0.228896111491132,2,2.0976925714901,0,0,0.7853981633975,1.12938076574894
"Australia","XBB.1.9",-0.0361595557047906,-0.000837278075592756,0.0102040816326531,0.000914474206800604,1,22,0.0481421435303186,-0.183722302464371,1.56736786853879,1,0.00839571714390193,-3.69342003261807,0.407407407407407,2,0.101051668952904,5,0.0473291690904138,1,1,-0.142857142857143,0.0357142857142858,0.105706875847188,2,0.956608498101539,0,0,1.570796326795,0.785535270770135
